ds,排名,每百万网民访问该站的人数,每百万受访网页该站网页数,人均浏览页面数,y
1/15/16,12,58900,3840,4.83,32984000
1/16/16,12,57600,4090,4.96,32256000
1/17/16,9,65600,4540,4.79,36736000
1/18/16,11,62500,4100,5.06,35000000
1/19/16,12,61200,3810,4.78,34272000
1/20/16,11,59800,4040,5.08,33488000
1/21/16,11,65000,4450,5.16,36400000
1/22/16,12,61600,4220,5.13,34496000
1/23/16,11,65400,4290,4.58,36624000
1/24/16,9,66200,4190,4.39,37072000
1/25/16,12,63600,3680,4.41,35616000
1/26/16,12,61200,3880,4.8,34272000
1/27/16,12,64600,3960,4.65,36176000
1/28/16,12,55700,3320,4.48,31192000
1/29/16,12,58000,3490,4.28,32480000
1/30/16,12,57800,3630,4.19,32368000
1/31/16,12,62100,3640,3.92,34776000
2/1/16,12,55400,2910,3.87,31024000
2/2/16,12,57900,3240,4.2,32424000
2/3/16,12,59400,3300,3.99,33264000
2/4/16,12,55400,2950,3.95,31024000
2/5/16,12,55300,2950,3.92,30968000
2/6/16,12,55100,3040,3.79,30856000
2/7/16,13,46600,2100,3.14,26096000
2/8/16,15,43300,1900,3.33,24248000
2/9/16,18,39700,1860,3.59,22232000
2/10/16,18,41000,1810,3.36,22960000
2/11/16,14,43600,1980,3.38,24416000
2/12/16,14,49300,2370,3.59,27608000
2/13/16,14,43800,2430,3.93,24528000
2/14/16,12,59100,3860,4.62,33096000
2/15/16,12,57800,3540,4.68,32368000
2/16/16,12,55800,3780,5.18,31248000
2/17/16,12,57900,3910,4.92,32424000
2/18/16,12,60400,3820,4.75,33824000
2/19/16,12,55900,3670,4.85,31304000
2/20/16,12,60200,4040,4.73,33712000
2/21/16,12,58900,3960,4.83,32984000
2/22/16,11,64400,4340,5.19,36064000
2/23/16,12,58500,3850,5.01,32760000
2/24/16,12,56500,3620,4.83,31640000
2/25/16,12,59900,3860,4.81,33544000
2/26/16,11,62400,4250,4.93,34944000
2/27/16,12,55200,3910,4.98,30912000
2/28/16,12,56200,3750,4.77,31472000
2/29/16,12,57900,3830,5.02,32424000
3/1/16,11,61600,3940,4.81,34496000
3/2/16,12,61300,4040,4.94,34328000
3/3/16,12,58300,4030,5.16,32648000
3/4/16,12,55800,3930,5.13,31248000
3/5/16,12,55800,4240,5.37,31248000
3/6/16,12,57400,4140,5.12,32144000
3/7/16,12,59700,4180,5.32,33432000
3/8/16,12,64600,4550,5.21,36176000
3/9/16,12,64700,4190,4.82,36232000
3/10/16,12,59200,3970,4.82,33152000
3/11/16,11,64200,4180,4.66,35952000
3/12/16,11,61100,4180,4.65,34216000
3/13/16,10,60300,3900,4.42,33768000
3/14/16,12,58200,3700,4.75,32592000
3/15/16,12,64200,4390,4.99,35952000
3/16/16,12,64900,4310,4.84,36344000
3/17/16,11,64900,4290,4.79,36344000
3/18/16,11,63100,4140,4.69,35336000
3/19/16,10,66400,4280,4.38,37184000
3/20/16,11,66000,4100,4.25,36960000
3/21/16,11,63800,4150,4.82,35728000
3/22/16,12,56600,3710,4.8,31696000
3/23/16,12,63500,4150,4.72,35560000
3/24/16,11,64100,4260,4.74,35896000
3/25/16,11,63300,4250,4.75,35448000
3/26/16,10,67300,4680,4.68,37688000
3/27/16,11,66600,4530,4.54,37296000
3/28/16,12,64600,4240,4.88,36176000
3/29/16,12,63200,3950,4.64,35392000
3/30/16,12,57900,3770,4.75,32424000
3/31/16,12,60300,4050,4.86,33768000
4/1/16,12,56100,3850,4.95,31416000
4/2/16,12,55300,3660,4.54,30968000
4/3/16,12,52600,3390,4.49,29456000
4/4/16,13,44500,3360,5.11,24920000
4/5/16,13,50000,4140,5.55,28000000
4/6/16,11,60500,4900,5.45,33880000
4/7/16,12,56100,4290,5.22,31416000
4/8/16,11,55900,4470,5.29,31304000
4/9/16,11,61900,4640,4.84,34664000
4/10/16,11,63800,4810,4.93,35728000
4/11/16,11,63900,4660,5.07,35784000
4/12/16,11,64000,4230,4.6,35840000
4/13/16,11,61100,4620,5.07,34216000
4/14/16,11,60100,4550,5.2,33656000
4/15/16,11,59900,4300,4.82,33544000
4/16/16,11,55500,4050,4.71,31080000
4/17/16,12,53100,3990,4.9,29736000
4/18/16,12,53300,3780,4.94,29848000
4/19/16,12,52600,3680,4.86,29456000
4/20/16,13,47200,3520,5.15,26432000
4/21/16,13,49200,3430,4.79,27552000
4/22/16,12,54400,3840,4.73,30464000
4/23/16,13,50500,3560,4.58,28280000
4/24/16,12,52500,3610,4.5,29400000
4/25/16,11,60800,4240,4.85,34048000
4/26/16,12,53500,3800,4.95,29960000
4/27/16,12,53900,3600,4.58,30184000
4/28/16,12,53500,3620,4.58,29960000
4/29/16,12,54100,3660,4.52,30296000
4/30/16,13,50100,3550,4.59,28056000
5/1/16,12,47500,3080,4.19,26600000
5/2/16,14,46800,2950,4.4,26208000
5/3/16,11,59400,4120,4.76,33264000
5/4/16,12,62500,4020,4.54,35000000
5/5/16,12,55200,3840,4.7,30912000
5/6/16,12,50000,3600,4.77,28000000
5/7/16,13,53000,3930,4.68,29680000
5/8/16,13,50900,3680,4.56,28504000
5/9/16,13,50100,3520,4.82,28056000
5/10/16,13,50200,3450,4.73,28112000
5/11/16,12,51200,3660,4.84,28672000
5/12/16,13,46900,3590,5.16,26264000
5/13/16,12,51000,3510,4.55,28560000
5/14/16,13,52600,3830,4.62,29456000
5/15/16,13,47600,3410,4.65,26656000
5/16/16,13,51500,3470,4.64,28840000
5/17/16,12,52400,3690,4.8,29344000
5/18/16,12,53400,3880,4.9,29904000
5/19/16,12,52500,3640,4.64,29400000
5/20/16,12,53900,4060,4.92,30184000
5/21/16,12,54000,3880,4.48,30240000
5/22/16,12,53000,3790,4.56,29680000
5/23/16,12,50200,3600,4.89,28112000
5/24/16,12,51800,3650,4.8,29008000
5/25/16,12,50000,3480,4.72,28000000
5/26/16,12,49600,3390,4.6,27776000
5/27/16,12,56000,3670,4.41,31360000
5/28/16,12,53800,3770,4.41,30128000
5/29/16,13,48300,3390,4.48,27048000
5/30/16,12,52500,3600,4.59,29400000
5/31/16,12,52100,3630,4.72,29176000
6/1/16,12,51200,3230,4.34,28672000
6/2/16,12,55300,3660,4.48,30968000
6/3/16,12,51400,3390,4.41,28784000
6/4/16,13,50400,3530,4.52,28224000
6/5/16,13,45700,3210,4.6,25592000
6/6/16,12,52000,3450,4.58,29120000
6/7/16,12,49300,3180,4.45,27608000
6/8/16,14,46600,2820,4.16,26096000
6/9/16,17,40200,2240,3.82,22512000
6/10/16,15,43400,2710,4.19,24304000
6/11/16,13,48200,3210,4.28,26992000
6/12/16,13,53900,3770,4.53,30184000
6/13/16,11,68800,4640,4.71,38528000
6/14/16,13,54300,3460,4.48,30408000
6/15/16,12,52400,3340,4.33,29344000
6/16/16,13,54300,3250,4.14,30408000
6/17/16,12,55000,3670,4.43,30800000
6/18/16,11,56800,3960,4.42,31808000
6/19/16,13,48300,3280,4.37,27048000
6/20/16,12,57200,3400,4.19,32032000
6/21/16,12,56800,3550,4.36,31808000
6/22/16,11,63000,4810,5.2,35280000
6/23/16,11,62800,4750,5.12,35168000
6/24/16,11,61700,4540,4.96,34552000
6/25/16,11,63100,4800,4.88,35336000
6/26/16,13,53000,3400,4.1,29680000
6/27/16,12,51100,3280,4.45,28616000
6/28/16,12,54400,3390,4.28,30464000
6/29/16,12,53800,3260,4.13,30128000
6/30/16,12,52400,3290,4.24,29344000
7/1/16,12,47700,3200,4.45,26712000
7/2/16,11,56100,3700,4.2,31416000
7/3/16,12,52500,3470,4.23,29400000
7/4/16,12,51300,3170,4.19,28728000
7/5/16,12,53000,3240,4.21,29680000
7/6/16,12,50800,3110,4.22,28448000
7/7/16,12,53200,3310,4.22,29792000
7/8/16,12,50800,3210,4.23,28448000
7/9/16,12,50900,3090,3.89,28504000
7/10/16,13,47900,3080,4.14,26824000
7/11/16,16,43600,2800,4.54,24416000
7/12/16,12,64000,2810,3.34,35840000
7/13/16,12,64900,2820,3.25,36344000
7/14/16,15,54500,2040,3.08,30520000
7/15/16,14,54700,2480,3.27,30632000
7/16/16,11,66900,3440,3.4,37464000
7/17/16,11,65200,3210,3.29,36512000
7/18/16,12,65100,2870,3.35,36456000
7/19/16,12,65200,2880,3.33,36512000
7/20/16,12,64400,2710,3.15,36064000
7/21/16,12,59000,3700,4.32,33040000
7/22/16,12,57100,3640,4.29,31976000
7/23/16,11,58300,3980,4.36,32648000
7/24/16,11,60400,4000,4.24,33824000
7/25/16,12,56200,3480,4.39,31472000
7/26/16,12,58700,3840,4.58,32872000
7/27/16,12,56600,3600,4.43,31696000
7/28/16,12,57900,3610,4.37,32424000
7/29/16,12,57200,3620,4.33,32032000
7/30/16,11,61800,4150,4.33,34608000
7/31/16,11,64200,4240,4.31,35952000
8/1/16,12,58100,3800,4.68,32536000
8/2/16,11,61800,4860,5.68,34608000
8/3/16,12,57800,3820,4.61,32368000
8/4/16,12,56300,3780,4.67,31528000
8/5/16,12,55600,3970,4.91,31136000
8/6/16,10,55300,5740,6.1,30968000
8/7/16,11,59700,4460,4.88,33432000
8/8/16,12,58500,4460,5.54,32760000
8/9/16,12,51400,3770,5.17,28784000
8/10/16,12,54500,3880,5,30520000
8/11/16,12,54400,3850,4.97,30464000
8/12/16,12,53400,3930,5.04,29904000
8/13/16,11,53500,4220,5.08,29960000
8/14/16,11,56300,4230,4.87,31528000
8/15/16,12,55100,3860,4.91,30856000
8/16/16,12,55100,3890,5.04,30856000
8/17/16,12,54600,3840,4.97,30576000
8/18/16,12,54100,3810,4.91,30296000
8/19/16,12,52600,3670,4.79,29456000
8/20/16,12,52100,3820,4.74,29176000
8/21/16,11,55700,4160,4.86,31192000
8/22/16,12,52700,4130,5.35,29512000
8/23/16,12,49600,4070,5.35,27776000
8/24/16,12,48900,4100,5.37,27384000
8/25/16,12,48800,4290,5.58,27328000
8/26/16,12,52200,4490,5.45,29232000
8/27/16,12,50400,4140,4.86,28224000
8/28/16,10,53100,4150,4.63,29736000
8/29/16,12,55000,3840,4.5,30800000
8/30/16,12,54500,3820,4.53,30520000
8/31/16,12,54300,3840,4.53,30408000
9/1/16,12,51900,3850,4.72,29064000
9/2/16,12,51300,3900,4.72,28728000
9/3/16,11,51200,4310,5.01,28672000
9/4/16,10,53900,4260,4.74,30184000
9/5/16,12,52600,3900,4.74,29456000
9/6/16,11,56400,4540,5.3,31584000
9/7/16,14,55000,3310,3.86,30800000
9/8/16,14,53600,3310,3.98,30016000
9/9/16,14,53500,3470,4.03,29960000
9/10/16,11,55700,4040,4.22,31192000
9/11/16,12,54400,3940,4.19,30464000
9/12/16,14,53600,3510,4.16,30016000
9/13/16,15,52900,3340,3.95,29624000
9/14/16,15,50600,3270,4.05,28336000
9/15/16,12,55300,3330,3.92,30968000
9/16/16,13,54400,3330,4.13,30464000
9/17/16,12,52800,3730,4.43,29568000
9/18/16,13,48600,3750,4.85,27216000
9/19/16,13,51700,3300,4.52,28952000
9/20/16,14,49700,3310,4.71,27832000
9/21/16,15,48600,3370,4.82,27216000
9/22/16,14,49900,3260,4.6,27944000
9/23/16,14,48700,3330,4.78,27272000
9/24/16,13,49100,3640,4.8,27496000
9/25/16,13,51200,3790,4.75,28672000
9/26/16,15,49500,3330,4.89,27720000
9/27/16,14,49900,3390,4.91,27944000
9/28/16,15,48800,3240,4.79,27328000
9/29/16,15,49400,3110,4.55,27664000
9/30/16,15,48000,3150,4.6,26880000
10/1/16,12,52600,3690,4.59,29456000
10/2/16,13,52900,3720,4.51,29624000
10/3/16,14,52200,3140,4.36,29232000
10/4/16,14,53400,3230,4.4,29904000
10/5/16,14,52700,3210,4.39,29512000
10/6/16,14,52300,3400,4.64,29288000
10/7/16,14,51200,3370,4.61,28672000
10/8/16,14,48900,3710,4.99,27384000
10/9/16,13,48900,3790,5.07,27384000
10/10/16,15,48400,3440,5.11,27104000
10/11/16,14,49700,3400,4.86,27832000
10/12/16,15,49400,3250,4.71,27664000
10/13/16,14,49900,3340,4.82,27944000
10/14/16,15,47900,3290,4.83,26824000
10/15/16,13,49400,3740,4.96,27664000
10/16/16,13,49200,3740,4.92,27552000
10/17/16,15,48600,3310,4.97,27216000
10/18/16,16,46800,3080,4.8,26208000
10/19/16,15,47900,3190,4.84,26824000
10/20/16,15,48400,3240,4.81,27104000
10/21/16,14,51000,3500,4.86,28560000
10/22/16,13,50000,3730,4.89,28000000
10/23/16,13,50300,3870,4.97,28168000
10/24/16,15,48100,3160,4.8,26936000
10/25/16,15,49400,3260,4.81,27664000
10/26/16,11,51500,4490,4.66,28840000
10/27/16,11,50900,4390,4.52,28504000
10/28/16,9,53800,4490,4.3,30128000
10/29/16,9,55800,4900,4.25,31248000
10/30/16,9,55800,4830,4.29,31248000
10/31/16,9,56100,4570,4.4,31416000
11/1/16,8,56800,4780,4.49,31808000
11/2/16,9,55600,4530,4.37,31136000
11/3/16,9,55800,4670,4.4,31248000
11/4/16,9,54800,4520,4.31,30688000
11/5/16,8,57900,5120,4.36,32424000
11/6/16,8,58000,5150,4.44,32480000
11/7/16,9,55200,4510,4.44,30912000
11/8/16,9,56900,4730,4.46,31864000
11/9/16,10,55000,4630,4.36,30800000
11/10/16,7,66800,7080,5.57,37408000
11/11/16,7,66600,6760,5.34,37296000
11/12/16,8,56800,5060,4.39,31808000
11/13/16,8,55000,4740,4.29,30800000
11/14/16,9,61800,5330,4.78,34608000
11/15/16,11,51500,4280,4.46,28840000
11/16/16,10,52100,4440,4.53,29176000
11/17/16,12,50900,4360,4.52,28504000
11/18/16,11,50100,4360,4.55,28056000
11/19/16,10,52100,4810,4.59,29176000
11/20/16,9,52900,4770,4.59,29624000
11/21/16,12,50400,4250,4.66,28224000
11/22/16,12,51400,4360,4.59,28784000
11/23/16,11,50600,4460,4.61,28336000
11/24/16,12,50200,4360,4.58,28112000
11/25/16,11,51000,4360,4.65,28560000
11/26/16,9,52100,4660,4.56,29176000
11/27/16,9,52300,4690,4.6,29288000
11/28/16,12,51300,4300,4.61,28728000
11/29/16,12,49800,4210,4.56,27888000
11/30/16,12,49000,4240,4.57,27440000
12/1/16,12,50000,4450,4.61,28000000
12/2/16,12,47800,4240,4.57,26768000
12/3/16,11,50500,4490,4.4,28280000
12/4/16,10,51700,4540,4.45,28952000
12/5/16,10,54200,4820,4.87,30352000
12/6/16,12,51400,4340,4.46,28784000
12/7/16,13,42600,4330,5.33,23856000
12/8/16,13,42900,4410,5.3,24024000
12/9/16,13,42400,4680,5.17,23744000
12/10/16,12,43300,5080,5.28,24248000
12/11/16,9,49600,6180,5.7,27776000
12/12/16,9,51700,6050,5.76,28952000
12/13/16,13,41800,4630,5.35,23408000
12/14/16,13,41600,4590,5.22,23296000
12/15/16,13,40800,4560,5.22,22848000
12/16/16,13,40900,4660,5.15,22904000
12/17/16,13,42000,4790,4.93,23520000
12/18/16,13,42400,4680,4.86,23744000
12/19/16,14,41600,4530,5.18,23296000
12/20/16,14,42100,4440,4.93,23576000
12/21/16,14,41400,4440,4.94,23184000
12/22/16,12,43800,4790,4.96,24528000
12/23/16,13,44200,4790,4.67,24752000
12/24/16,12,45200,5160,4.6,25312000
12/25/16,11,46400,5130,4.49,25984000
12/26/16,13,44600,4660,4.68,24976000
12/27/16,13,43800,4440,4.73,24528000
12/28/16,12,44900,4560,4.71,25144000
12/29/16,13,44300,4480,4.61,24808000
12/30/16,11,44600,4550,4.49,24976000
12/31/16,11,47300,5150,4.32,26488000
